name	self_contained	abs_clusters	residual_class	ours_st	ours_t	base_st	base_t	full_nodes	residual_nodes	n_oxidd	n_ltlsynt
TorcsSteeringSimple.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.045704826014116406	SOLVED	0.03429887900711037	71	0	1	0
TorcsSteeringSmart.tlsf	0	0	liveness (F/U/GF/Buchi)					122	122	0	1
TwoCounters.tlsf	0	0	W/R safety not yet handled					112	112	0	1
TwoCounters2.tlsf	0	0	W/R safety not yet handled					146	146	0	1
TwoCounters3.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.056952214014017954	SOLVED	0.386311263020616	194	0	1	0
TwoCounters4.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05508985702181235	SOLVED	0.03750978299649432	162	0	1	0
TwoCounters5.tlsf	0	0	W/R safety not yet handled					319	319	0	1
TwoCountersDisButA0.tlsf	0	0	W/R safety not yet handled					199	199	0	1
TwoCountersDisButA1.tlsf	0	0	W/R safety not yet handled					207	207	0	1
TwoCountersDisButA2.tlsf	0	0	W/R safety not yet handled					215	215	0	1
TwoCountersDisButA3.tlsf	0	0	W/R safety not yet handled					223	223	0	1
TwoCountersDisButA4.tlsf	0	0	W/R safety not yet handled					231	231	0	1
TwoCountersDisButA5.tlsf	0	0	W/R safety not yet handled					239	239	0	1
TwoCountersDisButA6.tlsf	0	0	W/R safety not yet handled					247	247	0	1
TwoCountersDisButA7.tlsf	0	0	W/R safety not yet handled					255	255	0	1
TwoCountersDisButA8.tlsf	0	0	W/R safety not yet handled					263	263	0	1
TwoCountersDisButA9.tlsf	0	0	W/R safety not yet handled					271	271	0	1
TwoCountersDisButAC.tlsf	0	0	W/R safety not yet handled					279	279	0	1
TwoCountersGui.tlsf	0	0	W/R safety not yet handled					232	232	0	1
TwoCountersInRange.tlsf	0	0	liveness (F/U/GF/Buchi)					114	114	0	1
TwoCountersInRangeA1.tlsf	0	0	liveness (F/U/GF/Buchi)					122	122	0	1
TwoCountersInRangeA2.tlsf	0	0	liveness (F/U/GF/Buchi)					130	130	0	1
TwoCountersInRangeA3.tlsf	0	0	liveness (F/U/GF/Buchi)					138	138	0	1
TwoCountersInRangeA4.tlsf	0	0	liveness (F/U/GF/Buchi)					146	146	0	1
TwoCountersInRangeA5.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersInRangeM0.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersInRangeM1.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersInRangeM2.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersInRangeM3.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersInRangeM4.tlsf	0	0	liveness (F/U/GF/Buchi)					154	154	0	1
TwoCountersRefined.tlsf	0	0	W/R safety not yet handled					120	120	0	1
TwoCountersRefinedRefined.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05517874300130643	SOLVED	0.030422581010498106	128	0	1	0
UnderapproxDemo2.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.05138630801229738	UNREAL	0.02350494998972863	16	0	1	0
UnderapproxStrengthenedDemo.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
Warnlight_2d1010f8.tlsf	0	0	liveness (F/U/GF/Buchi)					68	68	0	1
Warnlight_a50cadd7.tlsf	0	1	(none / unrealizable verdict)	UNREAL	0.04664500697981566	UNREAL	0.02303508500335738	36	0	1	0
Window2Min_88c5c1c3.tlsf	0	0	liveness (F/U/GF/Buchi)					70	70	0	1
Window2_54e1f7d2.tlsf	0	0	liveness (F/U/GF/Buchi)					185	185	0	1
Window2_6479ef9a.tlsf	0	0	liveness (F/U/GF/Buchi)					128	128	0	1
Window2_9cac58d3.tlsf	0	0	liveness (F/U/GF/Buchi)					194	194	0	1
Window2_aeb1d897.tlsf	0	0	liveness (F/U/GF/Buchi)					130	130	0	1
Window2_f1477cc5.tlsf	0	0	liveness (F/U/GF/Buchi)					126	126	0	1
WindowMin_a5f99bc6.tlsf	0	0	liveness (F/U/GF/Buchi)					54	54	0	1
Window_235467da.tlsf	0	0	liveness (F/U/GF/Buchi)					76	76	0	1
Window_42dc4fff.tlsf	0	0	liveness (F/U/GF/Buchi)					76	76	0	1
Window_54e1f7d2.tlsf	0	0	liveness (F/U/GF/Buchi)					73	73	0	1
Zoo0.tlsf	0	0	W/R safety not yet handled					128	128	0	1
Zoo10.tlsf	0	0	W/R safety not yet handled					110	110	0	1
Zoo5.tlsf	0	0	W/R safety not yet handled					112	112	0	1
abcg_arbiter_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					662	662	0	1
abcg_arbiter_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					55	55	0	1
abcg_arbiter_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					118	118	0	1
abcg_arbiter_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					183	183	0	1
abcg_arbiter_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					248	248	0	1
abcg_arbiter_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					316	316	0	1
abcg_arbiter_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					384	384	0	1
abcg_arbiter_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					452	452	0	1
abcg_arbiter_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					520	520	0	1
abcg_arbiter_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					591	591	0	1
amba_case_study_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					330	330	0	1
amba_case_study_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					453	453	0	1
amba_case_study_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					538	538	0	1
amba_case_study_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					706	706	0	1
amba_case_study_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					806	806	0	1
amba_case_study_unreal_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					316	316	0	1
amba_case_study_unreal_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					439	439	0	1
amba_case_study_unreal_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					524	524	0	1
amba_case_study_unreal_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					692	692	0	1
amba_decomposed_arbiter_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					456	456	0	1
amba_decomposed_arbiter_pb_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					504	504	0	1
amba_decomposed_arbiter_pb_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					552	552	0	1
amba_decomposed_arbiter_pb_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					600	600	0	1
amba_decomposed_arbiter_pb_14_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					648	648	0	1
amba_decomposed_arbiter_pb_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					696	696	0	1
amba_decomposed_arbiter_pb_16_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					744	744	0	1
amba_decomposed_arbiter_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					96	96	0	1
amba_decomposed_arbiter_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					138	138	0	1
amba_decomposed_arbiter_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					180	180	0	1
amba_decomposed_arbiter_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					225	225	0	1
amba_decomposed_arbiter_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					270	270	0	1
amba_decomposed_arbiter_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					315	315	0	1
amba_decomposed_arbiter_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					360	360	0	1
amba_decomposed_arbiter_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					408	408	0	1
amba_decomposed_decode.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.049314450996462256	ERROR	0.036093319999054074	34	0	1	0
amba_decomposed_encode_pb_10_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05511555902194232	ERROR	0.037581109994789585	302	0	1	0
amba_decomposed_encode_pb_11_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.047782327979803085	ERROR	0.033231737004825845	334	0	1	0
amba_decomposed_encode_pb_12_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04478346201358363	ERROR	0.035860297008184716	365	0	1	0
amba_decomposed_encode_pb_13_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04692993700155057	ERROR	0.03588938000029884	397	0	1	0
amba_decomposed_encode_pb_14_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04499940198729746	ERROR	0.03077456701430492	428	0	1	0
amba_decomposed_encode_pb_15_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.055195485008880496	ERROR	0.03161809701123275	459	0	1	0
amba_decomposed_encode_pb_16_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04853296998771839	ERROR	0.03707114901044406	489	0	1	0
amba_decomposed_encode_pb_20_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05086380001739599	ERROR	0.04223740499583073	694	0	1	0
amba_decomposed_encode_pb_25_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.049039384990464896	ERROR	0.043056995986262336	880	0	1	0
amba_decomposed_encode_pb_28_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.055674934992566705	ERROR	0.04174997401423752	990	0	1	0
amba_decomposed_encode_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04399840900441632	ERROR	0.03265230200486258	35	0	1	0
amba_decomposed_encode_pb_3_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04403376000118442	ERROR	0.03704479898442514	67	0	1	0
amba_decomposed_encode_pb_4_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04407687301863916	ERROR	0.037319926981581375	87	0	1	0
amba_decomposed_encode_pb_5_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.046507276012562215	ERROR	0.038623251020908356	131	0	1	0
amba_decomposed_encode_pb_6_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04723210501833819	ERROR	0.03905448201112449	157	0	1	0
amba_decomposed_encode_pb_7_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04692709899973124	ERROR	0.04402873900835402	183	0	1	0
amba_decomposed_encode_pb_8_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.047364200989250094	ERROR	0.04529523602104746	208	0	1	0
amba_decomposed_encode_pb_9_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.045901181001681834	ERROR	0.03563798899995163	270	0	1	0
amba_decomposed_lock_pb_100_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					3326	3326	0	1
amba_decomposed_lock_pb_10_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.050208446016767994	ERROR	0.03475144298863597	242	0	1	0
amba_decomposed_lock_pb_11_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.047846898989519104	ERROR	0.033944132999749854	270	0	1	0
amba_decomposed_lock_pb_120_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					4066	4066	0	1
amba_decomposed_lock_pb_12_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.052045634016394615	ERROR	0.036626993998652324	298	0	1	0
amba_decomposed_lock_pb_13_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05919912800891325	ERROR	0.036602378997486085	326	0	1	0
amba_decomposed_lock_pb_14_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07588044300791807	ERROR	0.03897467101342045	354	0	1	0
amba_decomposed_lock_pb_150_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					5242	5242	0	1
amba_decomposed_lock_pb_15_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.112120829988271	ERROR	0.03697880302206613	382	0	1	0
amba_decomposed_lock_pb_16_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.1952047800004948	ERROR	0.03370323000126518	410	0	1	0
amba_decomposed_lock_pb_200_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					7242	7242	0	1
amba_decomposed_lock_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.046799509989796206	ERROR	0.03525287000229582	42	0	1	0
amba_decomposed_lock_pb_30_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					844	844	0	1
amba_decomposed_lock_pb_3_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04401265102205798	ERROR	0.03578700398793444	64	0	1	0
amba_decomposed_lock_pb_4_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04376264501479454	ERROR	0.03617161000147462	86	0	1	0
amba_decomposed_lock_pb_5_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04421356599777937	ERROR	0.032951590983429924	111	0	1	0
amba_decomposed_lock_pb_60_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1858	1858	0	1
amba_decomposed_lock_pb_6_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04729998900438659	ERROR	0.03588176899938844	136	0	1	0
amba_decomposed_lock_pb_7_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.044026121991919354	ERROR	0.03135603299597278	161	0	1	0
amba_decomposed_lock_pb_8_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04796709501533769	ERROR	0.03010732398252003	186	0	1	0
amba_decomposed_lock_pb_9_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04801559500629082	ERROR	0.03083947699633427	214	0	1	0
amba_decomposed_shift.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04893096999148838	ERROR	0.02805432499735616	15	0	1	0
amba_decomposed_tburst4.tlsf	0	0	liveness (F/U/GF/Buchi)					93	93	0	1
amba_decomposed_tincr.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04610339200007729	ERROR	0.0299918910022825	59	0	1	0
amba_decomposed_tsingle.tlsf	0	0	liveness (F/U/GF/Buchi)					66	66	0	1
amba_gr+_pb_10_pe_.tlsf	0	0	GR(2+) generalized reactivity					2364	2364	0	1
amba_gr+_pb_11_pe_.tlsf	0	0	GR(2+) generalized reactivity					2538	2538	0	1
amba_gr+_pb_12_pe_.tlsf	0	0	GR(2+) generalized reactivity					2707	2707	0	1
amba_gr+_pb_2_pe_.tlsf	0	0	GR(2+) generalized reactivity					851	851	0	1
amba_gr+_pb_3_pe_.tlsf	0	0	GR(2+) generalized reactivity					1033	1033	0	1
amba_gr+_pb_4_pe_.tlsf	0	0	GR(2+) generalized reactivity					1173	1173	0	1
amba_gr+_pb_5_pe_.tlsf	0	0	GR(2+) generalized reactivity					1406	1406	0	1
amba_gr+_pb_6_pe_.tlsf	0	0	GR(2+) generalized reactivity					1563	1563	0	1
amba_gr+_pb_7_pe_.tlsf	0	0	GR(2+) generalized reactivity					1720	1720	0	1
amba_gr+_pb_8_pe_.tlsf	0	0	GR(2+) generalized reactivity					1872	1872	0	1
amba_gr+_pb_9_pe_.tlsf	0	0	GR(2+) generalized reactivity					2190	2190	0	1
amba_gr_pb_10_pe_.tlsf	0	0	GR(2+) generalized reactivity					2366	2366	0	1
amba_gr_pb_11_pe_.tlsf	0	0	GR(2+) generalized reactivity					2540	2540	0	1
amba_gr_pb_12_pe_.tlsf	0	0	GR(2+) generalized reactivity					2709	2709	0	1
amba_gr_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	5.4530570229981095	ERROR	0.03836822399171069	853	0	1	0
amba_gr_pb_3_pe_.tlsf	0	0	GR(2+) generalized reactivity					1035	1035	0	1
amba_gr_pb_4_pe_.tlsf	0	0	GR(2+) generalized reactivity					1175	1175	0	1
amba_gr_pb_5_pe_.tlsf	0	0	GR(2+) generalized reactivity					1408	1408	0	1
amba_gr_pb_6_pe_.tlsf	0	0	GR(2+) generalized reactivity					1565	1565	0	1
amba_gr_pb_7_pe_.tlsf	0	0	GR(2+) generalized reactivity					1722	1722	0	1
amba_gr_pb_8_pe_.tlsf	0	0	GR(2+) generalized reactivity					1874	1874	0	1
amba_gr_pb_9_pe_.tlsf	0	0	GR(2+) generalized reactivity					2192	2192	0	1
arbiter-paper-unreal-unreal.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.07130694898660295	ERROR	0.03824486999656074	1	0	1	0
arbiter-with-failure-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05879967601504177	ERROR	0.03656859198235907	224	0	1	0
arbiter_on_inpchange_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					982	982	0	1
arbiter_on_inpchange_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					87	87	0	1
arbiter_on_inpchange_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					182	182	0	1
arbiter_on_inpchange_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					279	279	0	1
arbiter_on_inpchange_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					376	376	0	1
arbiter_on_inpchange_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					476	476	0	1
arbiter_on_inpchange_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					576	576	0	1
arbiter_on_inpchange_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					676	676	0	1
arbiter_on_inpchange_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					776	776	0	1
arbiter_on_inpchange_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					879	879	0	1
arbiter_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					482	482	0	1
arbiter_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					37	37	0	1
arbiter_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					82	82	0	1
arbiter_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					129	129	0	1
arbiter_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					176	176	0	1
arbiter_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					226	226	0	1
arbiter_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					276	276	0	1
arbiter_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					326	326	0	1
arbiter_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					376	376	0	1
arbiter_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					429	429	0	1
arbiter_with_buffer_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					202	202	0	1
arbiter_with_buffer_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					9	9	0	1
arbiter_with_buffer_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					26	26	0	1
arbiter_with_buffer_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					45	45	0	1
arbiter_with_buffer_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					64	64	0	1
arbiter_with_buffer_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					86	86	0	1
arbiter_with_buffer_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					108	108	0	1
arbiter_with_buffer_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					130	130	0	1
arbiter_with_buffer_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					152	152	0	1
arbiter_with_buffer_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					177	177	0	1
arbiter_with_cancel_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					882	882	0	1
arbiter_with_cancel_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					77	77	0	1
arbiter_with_cancel_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					162	162	0	1
arbiter_with_cancel_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					249	249	0	1
arbiter_with_cancel_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					336	336	0	1
arbiter_with_cancel_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					426	426	0	1
arbiter_with_cancel_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					516	516	0	1
arbiter_with_cancel_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					606	606	0	1
arbiter_with_cancel_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					696	696	0	1
arbiter_with_cancel_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					789	789	0	1
batch-arbiter-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06673383800080046	ERROR	0.03918944799806923	1	0	1	0
box-limited-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07391573299537413	ERROR	0.039287997991777956	1	0	1	0
box-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07579876799718477	ERROR	0.035523288999684155	1	0	1	0
box0.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.06889238298754208	ERROR	0.04428004499641247	1	0	1	0
box1.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.07003796601202339	ERROR	0.04363437299616635	1	0	1	0
buffer-storage-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.17969871999230236	ERROR	0.04279888898599893	1	0	1	0
chain-4-real.tlsf	1	1	(none / unrealizable verdict)	TIMEOUT	15.039952366001671	ERROR	0.044998846016824245	1	0	1	0
chain-5-real.tlsf	1	1	(none / unrealizable verdict)	TIMEOUT	15.047158299013972	ERROR	0.047137696004938334	1	0	1	0
chain-60.tlsf	1	1	(none / unrealizable verdict)	TIMEOUT	15.045634631998837	ERROR	0.048657780018402264	1	0	1	0
chain-70.tlsf	1	1	(none / unrealizable verdict)	TIMEOUT	15.039754215016728	ERROR	0.04030611302005127	1	0	1	0
chain-simple-10-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.29706264098058455	ERROR	0.03929249700740911	1	0	1	0
chain-simple-20-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.7966210900049191	ERROR	0.04597168799955398	1	0	1	0
chain-simple-30-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	1.6904210800130386	ERROR	0.036721240991028026	1	0	1	0
chain-simple-40-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	2.855233448994113	ERROR	0.03538073299569078	1	0	1	0
chain-simple-5-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.16195008700015023	ERROR	0.027793749992270023	1	0	1	0
chain-simple-50-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	4.305120575998444	ERROR	0.04055544498260133	1	0	1	0
chain-simple-60-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	6.168322001991328	ERROR	0.04492947700782679	1	0	1	0
chain-simple-70-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05984690098557621	ERROR	0.04728103900561109	1	0	1	0
chain-simple-param-70-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	1.3479564099980053	ERROR	0.028974179993383586	1	0	1	0
chomp_pb_2_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					302	302	0	1
chomp_pb_2_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					422	422	0	1
chomp_pb_2_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					542	542	0	1
chomp_pb_2_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					662	662	0	1
chomp_pb_2_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					782	782	0	1
chomp_pb_3_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					422	422	0	1
chomp_pb_3_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					594	594	0	1
chomp_pb_3_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					766	766	0	1
chomp_pb_3_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					938	938	0	1
chomp_pb_3_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1110	1110	0	1
chomp_pb_4_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					542	542	0	1
chomp_pb_4_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					766	766	0	1
chomp_pb_4_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					990	990	0	1
chomp_pb_4_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1214	1214	0	1
chomp_pb_4_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1438	1438	0	1
collector_v1_pb_11_pe_.tlsf	0	0	W/R safety not yet handled					136	136	0	1
collector_v1_pb_12_pe_.tlsf	0	0	W/R safety not yet handled					148	148	0	1
collector_v1_pb_13_pe_.tlsf	0	0	W/R safety not yet handled					160	160	0	1
collector_v1_pb_14_pe_.tlsf	0	0	W/R safety not yet handled					172	172	0	1
collector_v1_pb_15_pe_.tlsf	0	0	W/R safety not yet handled					184	184	0	1
collector_v1_pb_27_pe_.tlsf	0	0	W/R safety not yet handled					328	328	0	1
collector_v1_pb_3_pe_.tlsf	0	0	W/R safety not yet handled					40	40	0	1
collector_v1_pb_5_pe_.tlsf	0	0	W/R safety not yet handled					64	64	0	1
collector_v1_pb_7_pe_.tlsf	0	0	W/R safety not yet handled					88	88	0	1
collector_v1_pb_9_pe_.tlsf	0	0	W/R safety not yet handled					112	112	0	1
collector_v2_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					124	124	0	1
collector_v2_pb_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					136	136	0	1
collector_v2_pb_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					148	148	0	1
collector_v2_pb_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					160	160	0	1
collector_v2_pb_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					184	184	0	1
collector_v2_pb_27_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					328	328	0	1
collector_v2_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					40	40	0	1
collector_v2_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					64	64	0	1
collector_v2_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					88	88	0	1
collector_v2_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					112	112	0	1
collector_v3_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					163	163	0	1
collector_v3_pb_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					179	179	0	1
collector_v3_pb_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					195	195	0	1
collector_v3_pb_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					211	211	0	1
collector_v3_pb_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					243	243	0	1
collector_v3_pb_27_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					435	435	0	1
