name	self_contained	abs_clusters	residual_class	ours_st	ours_t	base_st	base_t	full_nodes	residual_nodes	n_oxidd	n_ltlsynt
collector_v3_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					51	51	0	1
collector_v3_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					83	83	0	1
collector_v3_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					115	115	0	1
collector_v3_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					147	147	0	1
diagonal-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06821268697967753	ERROR	0.028934283007401973	1	0	1	0
door_locking_problem_d6c5ac79.tlsf	0	0	liveness (F/U/GF/Buchi)					58	58	0	1
elevator-paper-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07285721797961742	ERROR	0.02833662898046896	537	0	1	0
evasion-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.9300862870004494	ERROR	0.038592793978750706	1	0	1	0
evasion0.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.629039681982249	ERROR	0.0432868110074196	1	0	1	0
example10_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					6	6	0	1
example10_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					22	22	0	1
example10a_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					49	49	0	1
example10a_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					76	76	0	1
example7_pb_1_pe_.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
example7_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.04601427199668251	SOLVED	0.03913381200982258	22	0	1	0
example7a_pb_1_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.043472932011354715	SOLVED	0.034680634998949245	14	0	1	0
example7a_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.0430291109951213	SOLVED	0.034892983007011935	42	0	1	0
example8_pb_1_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.045559603022411466	SOLVED	0.03423608301091008	17	0	1	0
example8_pb_2_pe_.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.050895752996439114	SOLVED	0.03364931000396609	41	0	1	0
example9_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					17	17	0	1
example9_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					27	27	0	1
f-real-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.09967957701883279	ERROR	0.03699579898966476	4111	0	1	0
f-unreal-unreal.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
finding_nemo_pb_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					316	316	0	1
finding_nemo_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					599	599	0	1
finding_nemo_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1002	1002	0	1
finding_nemo_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1501	1501	0	1
finding_nemo_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2108	2108	0	1
finding_nemo_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2823	2823	0	1
finding_nemo_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					3646	3646	0	1
follow0.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07402248398284428	ERROR	0.06453294798848219	1	0	1	0
follow1.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07567492499947548	ERROR	0.07470286099123769	1	0	1	0
follow2.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.08542626499547623	ERROR	0.07631473802030087	1	0	1	0
follow3.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.09788236700114794	ERROR	0.09079490500153042	1	0	1	0
full_arbiter_enc_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1392	1392	0	1
full_arbiter_enc_pb_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1642	1642	0	1
full_arbiter_enc_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					993	993	0	1
full_arbiter_unreal1_pb_2_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					97	97	0	1
full_arbiter_unreal1_pb_2_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					98	98	0	1
full_arbiter_unreal1_pb_2_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					99	99	0	1
full_arbiter_unreal1_pb_2_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					100	100	0	1
full_arbiter_unreal1_pb_2_14_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					101	101	0	1
full_arbiter_unreal1_pb_2_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					102	102	0	1
full_arbiter_unreal1_pb_2_16_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					103	103	0	1
full_arbiter_unreal1_pb_2_18_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					105	105	0	1
full_arbiter_unreal1_pb_2_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					88	88	0	1
full_arbiter_unreal1_pb_2_20_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					107	107	0	1
full_arbiter_unreal1_pb_2_21_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					108	108	0	1
full_arbiter_unreal1_pb_2_22_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					109	109	0	1
full_arbiter_unreal1_pb_2_24_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
full_arbiter_unreal1_pb_2_26_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					113	113	0	1
full_arbiter_unreal1_pb_2_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					89	89	0	1
full_arbiter_unreal1_pb_2_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					90	90	0	1
full_arbiter_unreal1_pb_2_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					91	91	0	1
full_arbiter_unreal1_pb_2_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					92	92	0	1
full_arbiter_unreal1_pb_2_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					93	93	0	1
full_arbiter_unreal1_pb_2_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					94	94	0	1
full_arbiter_unreal1_pb_2_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					95	95	0	1
full_arbiter_unreal1_pb_2_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					96	96	0	1
full_arbiter_unreal1_pb_3_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					180	180	0	1
full_arbiter_unreal1_pb_3_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					183	183	0	1
full_arbiter_unreal1_pb_3_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					186	186	0	1
full_arbiter_unreal1_pb_3_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					189	189	0	1
full_arbiter_unreal1_pb_3_14_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					192	192	0	1
full_arbiter_unreal1_pb_3_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					195	195	0	1
full_arbiter_unreal1_pb_3_16_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					198	198	0	1
full_arbiter_unreal1_pb_3_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					153	153	0	1
full_arbiter_unreal1_pb_3_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					156	156	0	1
full_arbiter_unreal1_pb_3_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					159	159	0	1
full_arbiter_unreal1_pb_3_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					162	162	0	1
full_arbiter_unreal1_pb_3_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					165	165	0	1
full_arbiter_unreal1_pb_3_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					168	168	0	1
full_arbiter_unreal1_pb_3_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					171	171	0	1
full_arbiter_unreal1_pb_3_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					174	174	0	1
full_arbiter_unreal1_pb_3_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					177	177	0	1
full_arbiter_unreal1_pb_4_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					282	282	0	1
full_arbiter_unreal1_pb_4_11_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					288	288	0	1
full_arbiter_unreal1_pb_4_12_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					294	294	0	1
full_arbiter_unreal1_pb_4_13_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					300	300	0	1
full_arbiter_unreal1_pb_4_14_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					306	306	0	1
full_arbiter_unreal1_pb_4_15_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					312	312	0	1
full_arbiter_unreal1_pb_4_16_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					318	318	0	1
full_arbiter_unreal1_pb_4_1_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					228	228	0	1
full_arbiter_unreal1_pb_4_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					234	234	0	1
full_arbiter_unreal1_pb_4_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					240	240	0	1
full_arbiter_unreal1_pb_4_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					246	246	0	1
full_arbiter_unreal1_pb_4_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					252	252	0	1
full_arbiter_unreal1_pb_4_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					258	258	0	1
full_arbiter_unreal1_pb_4_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					264	264	0	1
full_arbiter_unreal1_pb_4_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					270	270	0	1
full_arbiter_unreal1_pb_4_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					276	276	0	1
full_arbiter_unreal1_pb_6_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					519	519	0	1
full_arbiter_unreal2_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					88	88	0	1
full_arbiter_unreal2_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					153	153	0	1
full_arbiter_unreal2_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					228	228	0	1
full_arbiter_unreal2_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					316	316	0	1
full_arbiter_unreal2_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					414	414	0	1
full_arbiter_unreal2_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					522	522	0	1
full_arbiter_unreal2_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					640	640	0	1
g-real-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	9.582778294978198	ERROR	0.02508360199863091	1	0	1	0
g-real0.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.7472999659948982	ERROR	0.02317440600018017	1	0	1	0
g-unreal-1-unreal.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-10.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-11.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-110.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-111.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-112.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-113.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-114.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-115.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-116.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-117.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-118.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-119.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-12.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-120.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-13.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-14.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-15.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-16.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-17.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-18.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-19.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
g-unreal-20.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.1190741439932026	ERROR	0.11787308301427402	1	0	1	0
g-unreal-21.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.35406083197449334	ERROR	0.416859231016133	1	0	1	0
g-unreal-30.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.06342581199714914	ERROR	0.024848939006915316	1	0	1	0
g-unreal-31.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.07087050398695283	ERROR	0.0312424470030237	1	0	1	0
g-unreal-310.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06413309898925945	ERROR	0.051493525999831036	1	0	1	0
g-unreal-311.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06351055298000574	ERROR	0.060594106995267794	1	0	1	0
g-unreal-312.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06532931499532424	ERROR	0.06026449700584635	1	0	1	0
g-unreal-313.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06819533297675662	ERROR	0.056046726007480174	1	0	1	0
g-unreal-314.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.07519149300060235	ERROR	0.0599821170035284	1	0	1	0
g-unreal-32.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.09177655799430795	ERROR	0.02921750899986364	1	0	1	0
g-unreal-33.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.19697481600451283	ERROR	0.030658976989798248	1	0	1	0
g-unreal-34.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.6164559549943078	ERROR	0.039757917023962364	1	0	1	0
g-unreal-35.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.6259465219918638	ERROR	0.04618468400440179	1	0	1	0
g-unreal-36.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.49685114598833025	ERROR	0.05032685701735318	1	0	1	0
g-unreal-37.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.5688566819881089	ERROR	0.049700448027579114	1	0	1	0
g-unreal-38.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.057708009000634775	ERROR	0.04159594399970956	1	0	1	0
g-unreal-39.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05819391499971971	ERROR	0.03929917499772273	1	0	1	0
generalized_buffer_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
generalized_buffer_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
generalized_buffer_pb_4_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
generalized_buffer_pb_5_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
generalized_buffer_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					111	111	0	1
gf-real-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.061518845992395654	ERROR	0.026835060998564586	258	0	1	0
gf-unreal0.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal1.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal10.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal11.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal12.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal13.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal14.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal15.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal16.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal17.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal18.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal19.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal2.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal20.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal21.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal22.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal23.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal24.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal25.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal26.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal27.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal28.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal29.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal3.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal30.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal31.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal32.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal33.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal34.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal35.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal36.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal37.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal38.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal39.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal4.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal40.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal41.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal42.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal43.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal44.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal45.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal46.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal47.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal5.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal6.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal7.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal8.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
gf-unreal9.tlsf	1	0	(none / unrealizable verdict)					0	0	0	0
heim-buechi-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.21751033500186168	ERROR	0.035741386003792286	1	0	1	0
heim-double-x-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	1.0687876559968572	ERROR	0.042939309001667425	1	0	1	0
heim-double-x0.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.08056530600879341	ERROR	0.04028616700088605	1	0	1	0
heim-double-x1.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.09002572498866357	ERROR	0.0410174940188881	1	0	1	0
heim-double-x10.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.9161689499742351	ERROR	0.042624004010576755	1	0	1	0
heim-double-x11.tlsf	1	1	(none / unrealizable verdict)	UNREAL	1.0070035929966252	ERROR	0.045051458990201354	1	0	1	0
heim-double-x12.tlsf	1	1	(none / unrealizable verdict)	UNREAL	1.095737382012885	ERROR	0.040796345012495294	1	0	1	0
heim-double-x13.tlsf	1	1	(none / unrealizable verdict)	UNREAL	1.1296224920079112	ERROR	0.040999410004587844	1	0	1	0
heim-double-x2.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.09361625698511489	ERROR	0.03839009898365475	1	0	1	0
heim-double-x3.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.09971359098562971	ERROR	0.04101908201118931	1	0	1	0
heim-double-x4.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.15017663699109107	ERROR	0.04018739398452453	1	0	1	0
heim-double-x5.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.16335841099498793	ERROR	0.039998184016440064	1	0	1	0
heim-double-x6.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.17636000801576301	ERROR	0.031635905004804954	1	0	1	0
heim-double-x7.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.18782184799783863	ERROR	0.03204195198486559	1	0	1	0
heim-double-x8.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.39076993099297397	ERROR	0.02815915399696678	1	0	1	0
heim-double-x9.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.8337691219931003	ERROR	0.02917101699858904	1	0	1	0
heim-fig7-unreal.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.06126058800145984	ERROR	0.023513466003350914	1	0	1	0
helipad-contradict0.tlsf	0	0	liveness (F/U/GF/Buchi)					7280	7280	0	1
helipad-contradict1.tlsf	0	0	liveness (F/U/GF/Buchi)					9165	9165	0	1
helipad-real.tlsf	0	0	liveness (F/U/GF/Buchi)					7263	7263	0	1
infinite-race-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.06025878697982989	ERROR	0.026515518984524533	1	0	1	0
infinite-race-u0.tlsf	0	0	liveness (F/U/GF/Buchi)					198	198	0	1
infinite-race-u1.tlsf	0	0	liveness (F/U/GF/Buchi)					288	288	0	1
infinite-race-u10.tlsf	0	0	liveness (F/U/GF/Buchi)					8043	8043	0	1
infinite-race-u11.tlsf	0	0	liveness (F/U/GF/Buchi)					8621	8621	0	1
infinite-race-u12.tlsf	0	0	liveness (F/U/GF/Buchi)					9255	9255	0	1
infinite-race-u13.tlsf	0	0	liveness (F/U/GF/Buchi)					9833	9833	0	1
infinite-race-u14.tlsf	0	0	liveness (F/U/GF/Buchi)					10421	10421	0	1
infinite-race-u15.tlsf	0	0	liveness (F/U/GF/Buchi)					10963	10963	0	1
infinite-race-u16.tlsf	0	0	liveness (F/U/GF/Buchi)					13935	13935	0	1
infinite-race-u17.tlsf	0	0	liveness (F/U/GF/Buchi)					14675	14675	0	1
infinite-race-u18.tlsf	0	0	liveness (F/U/GF/Buchi)					15425	15425	0	1
infinite-race-u19.tlsf	0	0	liveness (F/U/GF/Buchi)					16129	16129	0	1
infinite-race-u2.tlsf	0	0	liveness (F/U/GF/Buchi)					1975	1975	0	1
infinite-race-u20.tlsf	0	0	liveness (F/U/GF/Buchi)					16889	16889	0	1
infinite-race-u21.tlsf	0	0	liveness (F/U/GF/Buchi)					17593	17593	0	1
infinite-race-u22.tlsf	0	0	liveness (F/U/GF/Buchi)					18307	18307	0	1
infinite-race-u23.tlsf	0	0	liveness (F/U/GF/Buchi)					18975	18975	0	1
infinite-race-u24.tlsf	0	0	liveness (F/U/GF/Buchi)					19745	19745	0	1
infinite-race-u25.tlsf	0	0	liveness (F/U/GF/Buchi)					20449	20449	0	1
infinite-race-u3.tlsf	0	0	liveness (F/U/GF/Buchi)					2337	2337	0	1
infinite-race-u4.tlsf	0	0	liveness (F/U/GF/Buchi)					3539	3539	0	1
infinite-race-u5.tlsf	0	0	liveness (F/U/GF/Buchi)					4027	4027	0	1
infinite-race-u6.tlsf	0	0	liveness (F/U/GF/Buchi)					4525	4525	0	1
infinite-race-u7.tlsf	0	0	liveness (F/U/GF/Buchi)					4977	4977	0	1
infinite-race-u8.tlsf	0	0	liveness (F/U/GF/Buchi)					6805	6805	0	1
infinite-race-u9.tlsf	0	0	liveness (F/U/GF/Buchi)					7419	7419	0	1
infinite-race-unequal-1-real.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.08292464900296181	ERROR	0.02692581800511107	1	0	1	0
infinite-race-unequal-10.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.06113747099880129	ERROR	0.029229913983726874	1	0	1	0
infinite-race-unequal-20.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.061869800003478304	ERROR	0.03530797400162555	1	0	1	0
infinite-race-unequal-21.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.08372510501067154	ERROR	0.04175783702521585	1	0	1	0
infinite-race-unequal-22.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.11604079901007935	ERROR	0.04506358099752106	1	0	1	0
infinite-race-unequal-23.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.3560072249965742	ERROR	0.04738431700388901	1	0	1	0
infinite-race-unequal-24.tlsf	1	1	(none / unrealizable verdict)	UNREAL	0.8388225329981651	ERROR	0.043386873992858455	1	0	1	0
infinite-race-unequal-25.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.05816788302036002	ERROR	0.05146956999669783	1	0	1	0
infinite-race-unequal-26.tlsf	1	1	(none / unrealizable verdict)	SOLVED	0.060308101994451135	ERROR	0.044110215007094666	1	0	1	0
items_processing-real.tlsf	1	1	(none / unrealizable verdict)	TIMEOUT	15.027760833996581	ERROR	0.03767581400461495	1	0	1	0
jarvis_gideon_a02758ea.tlsf	0	1	(none / unrealizable verdict)	UNREAL	0.043715711013646796	UNREAL	0.025484394980594516	97	0	1	0
jarvis_philippe_484face8.tlsf	0	0	liveness (F/U/GF/Buchi)					574	574	0	1
lazy_shades_problem_d6376bf9.tlsf	0	0	liveness (F/U/GF/Buchi)					97	97	0	1
lift_gr1+_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					179	179	0	1
lift_gr1+_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					376	376	0	1
lift_gr1+_pb_6_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1033	1033	0	1
lift_gr1+_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1230	1230	0	1
lift_gr1+_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1427	1427	0	1
lift_gr1+_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2010	2010	0	1
lift_gr1_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2274	2274	0	1
lift_gr1_pb_2_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					170	170	0	1
lift_gr1_pb_3_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					367	367	0	1
lift_gr1_pb_7_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1221	1221	0	1
lift_gr1_pb_8_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					1418	1418	0	1
lift_gr1_pb_9_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2001	2001	0	1
lift_pb_10_pe_.tlsf	0	0	liveness (F/U/GF/Buchi)					2273	2273	0	1
